OBJECTID,GROUP_NAME,GROUP_ID,COMB_DEP_IDs,COMB_NAMES,COMB_DMEA,LONGITUDE,LATITUDE,STATE,COUNTY,COMM_PRIM,COMM_SEC_TER,DEP_TYPE,WORK_TYPE,MODEL,ALTERATION,REFS,PROD_t,PROD_pct_WO3,PROD_WO3_t,PROD_WO3_stu,RESOUR_t,RESOUR_pct_WO3,RESOUR_WO3,RANK,URL
434,Buckhorn Mine,434,10107309 | 10310544,Glory Hole | 1558 | 1557 | 1513 | Buckhorn | 1553 | 1552 | 1554 Aandb | North Buckhorn | 1551 | 514 | Junard | Buckhorn Mine | NBMG Sample Locations 1512 Aandb | 1516 | 1515,,-116.4904791,40.18871,Nevada,Eureka,"AU, AG","AS, CU, ZN, W, TL, HG, SB",Hot Spring | fault breccia; vein,Surface,"150: Epithermal vein, Comstock","See Comments | Argillization of basaltic andesite host rock is the main alteration.  Underlying and overlying sediments are silicified.  The upper two-thirds (100 ft.) of the mineralized zone is oxidized, the lower third is pyritic.  The oxidation of the ","Wells and others, 1969 | Long and others, 1998 | Plahuta, 1985 | Monroe and others, 1988 | NBMG Staff, 1994 | The Mining Record,v.104, no.41 | THE MINING RECORD,V.104, NO.41 | Roberts and others, 1964 | Roberts and others, 1971 | Vanderburg, 1938b | NBMG ",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10107309
435,Mike Deposit,435,10310468,West Mike | part of Newmont?s Carlin-South operations | Mike Deposit | Main Mike,,-116.2473251,40.8096861,Nevada,Eureka,"AU, AG","PB, CU, AS, MO, ZN, BI, W, SB, FE",disseminated; Pluton-related poly metallic skarn,,59: Skarn Cu | 173: Sediment-hosted Au,"Alteration products include sooty pyrite/marcasite, variable silicification, kaolinite, sulfide-silica-matrix breccia, dissolution-collapse breccia, and quartz-orpiment veins.","Mcfarlane, D., 1992, Gold Production on the Carlin Trend, in Buffa, R. and Coyner, A., eds., Geology and Ore Deposits of the Great Basin-Field Trip Guidebook Compendium, The Geological Society of Nevada, Reno, p. 841-843. | Arkell, 1992 | Long and others,",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310468
436,Adelaide Mine,436,10014368 | 10174202,Nbmg Sample Site 2301 | Adelaide-Star Mines | Adelaide Mine | NBMG Sample Site 2302 | Roadside Mine | Adelaide Prospect | Road Side,,-117.4944243,40.8049904,Nevada,Humboldt,"CU, PB, AU, AG","ZN, W",Replacement,,59: Skarn Cu,Oxidation | ,"Couch and Carpenter, 1943 | Marsh and Erickson, 1978 | Ransome, 1909 | Stager and Tingley, 1988 | Willden, 1964",,,0,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014368
437,Alpine Mine (Humboldt County),437,10045075 | 10149579,Alpine | O'Leary's and Lee's Claims | NBMG Sample Site 2615 | Alpine Mine | Porvenir Mine,,-117.2895655,41.1951451,Nevada,Humboldt,W,"MN, MO, W",Contact Metamorphic,Underground,42: W skarn,Bleaching; Silication | ,"USBM Report of Investigation 4754, 1951 | Bonham and others, 1985 | Stager and Tingley, 1988 | Hobbs and Clabaugh, 1946 | Willden, 1964 | Hotz and Willden, 1964 | John and Bliss, 1993",47368,0.5,236.84,25,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10045075
438,Argo Group,438,10045035 | 10047499,Argo Group | NBMG Sample Site 2960,,-118.8131288,41.4929734,Nevada,Humboldt,"PB, AU, AG, W","CU, AS, ZN, SB, W",Vein,Underground,273: Low-sulfide Au-quartz vein,,"Stager and Tingley, 1988 | Bonham and others, 1985 | Willden, 1964",,,0,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10045035
439,Ashdown Mine,439,10044995 | 10310474 | 10246381,"2977 | Ashdown Property | Curley Luck Gold Property | Ashdown Mine Gold-Molybdenum Project | NBMG Sample Sites 2975,2976 | Ashdown Mine",,-118.6981604,41.8337871,Nevada,Humboldt,"MO, AU, AG","CU, MO, PB, AG, W, HG",Vein | vein,Underground,273: Low-sulfide Au-quartz vein,Alteration associated with the mineralization is minimal,"Long and others, 1998 | US BUREAU OF MINES, IC# 6995, 1938, P49. | Johnson, 1973 | THE MINING RECORD, V-105, #52, 12/28/94, P5. | NBMG Staff, 1994 | Bonham and others, 1985 | STATE OF NEVADA, DIRECTORY OF NEVADA MINE OPERATIONS ACTIVE DURING CALENDAR YEAR",,,0,16,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044995
440,B and D No1,440,10047509,B and D No1,,-118.7001368,41.6983326,Nevada,Humboldt,"U, W",,Contact Metamorphic,,42: W skarn,,"BENNETT, REB E., 1974, MINERAL RESOURCES OF THE BLUE LAKE PROPOSED PRIMITIVE AREA, HUMBOLDT COUNTY, NEVADA:  NBMG MINING DISTRICT FILE 144, ITEM 2. | Bonham and others, 1985 | Willden, 1964",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10047509
441,Badger Mine,441,10047477 | 10014330 | 10173564,Badger Mine,,-117.9447885,41.021196,Nevada,Humboldt,"PB, CU, W","PB, CU, W",Vein | ,,273: Low-sulfide Au-quartz vein,,"Stager and Tingley, 1988 | Willden, 1964",,,46.26642174,51,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10047477
442,Bloody Run Mine,442,10008804 | 10045052 | 10149387 | 10197685 | 10197586,Bloody Run Mine | Juniper | Bloody Run Prospect | Ben Pasch ProspectPasch | Bloody Run | Ben Pasch | Tungsten Prospect | Jupiter Group.  Probably Same As Decker's Tungsten Prospect. | NBMG Sample Site 2381,,-117.7902974,41.1827768,Nevada,Humboldt,W,"MO, PB, AS, AU, AG, SB",Contact Metamorphic,Surface | Underground,85: Polymetallic veins | 42: W skarn,,"Schilling, 1964 | Schilling, 1962 | Kerr, 1946 | Decker, 1974 | Stager and Tingley, 1988 | Vanderburg, 1938a | USBM Information Circular 6995, 1938 | Compton, 1960 | Willden, 1964",,,24.49398798,27,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008804
443,Blue Claims,443,10047478,NBMG Sample Site 2457 | Blue Claims,,-118.1276044,40.9850096,Nevada,Humboldt,"AU, AG","W, HG",,Surface | Underground,,Silicification,"Willden, 1964 | Bonham and others, 1985",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10047478
444,Brooks Spring Prospect,444,10044936 | 10173759 | 10246409,Brooks Spring Prospect | Brooks Spring Prospects | Brooks Spring,,-117.2678391,40.7866394,Nevada,Humboldt,"CU, MO, W","MO, W",,,85: Polymetallic veins,,USGS CRIB NO. MO30035,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044936
445,Charleston Hill National Mine,445,10008803 | 10271204 | 10125687 | 10271345,Charlestown Hill National Mines | Mary Clough | NBMG Sample Site 2384 | Charleston Hill | Mary Clough Mine | Magnussen Property | Clough,,-117.6807501,41.3730534,Nevada,Humboldt,"AU, AG, W","PB, CU, AU, ZN, AG",Vein | ,Surface | Underground,85: Polymetallic veins,,"Wodzicki, 1964 | Pardee and Jones, 1920 | Kerr, 1946 | Stager and Tingley, 1988 | Vanderburg, 1938a | Ferguson and others, 1951 | Willden, 1964 | USBM REPORT OF INV 4713, 1950",,,1.81436948,2,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008803
446,Chase Prospect,446,10037015 | 10045044 | 10149544,Chase Mine | Chase | Chase Prospect,,-117.2531788,41.202795,Nevada,Humboldt,W,MO,Contact Metamorphic,,42: W skarn,,"Schilling, 1962 | Stager and Tingley, 1988 | Hobbs and Clabaugh, 1946 | Cavender, 1963 | Willden, 1964 | Hobbs, 1948",,,0,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10037015
447,Cherry Gulch Mine,447,10044994,NBMG Sample Site 2978 | Cherry Gulch Mine,,-118.6910853,41.8068659,Nevada,Humboldt,AU,"CU, MO, AG, W",Vein,,273: Low-sulfide Au-quartz vein,,"Willden, 1964 | Bonham and others, 1985",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044994
448,Defense Mine,448,10014338 | 10149194 | 10246284,NBMG Sample Site 2973 | Cold Spring Mine | Cold Springs | Defense Tungsten Mine | Cold Springs Prospect | Defense Mine,3110,-118.6881499,41.8644761,Nevada,Humboldt,W,CU,,,42: W skarn,Contact | ,"Tingley, 1963 | Schilling, 1964 | Stager and Tingley, 1988 | Willden, 1964 | USBM RPT.OF INVEST. 5087,1954,P.16-17 | John and Bliss, 1993",2722,0.8,21.78,38,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10014338
449,Divide Claims,449,10111405,Divide Claims,,-118.4362683,41.3943051,Nevada,Humboldt,W,,Unknown,,42: W skarn,,"Stager and Tingley, 1988",,,0,7,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111405
450,Dry Hills Tactite Prospect,450,10047409 | 10198385,NBMG Sample Site 2619 | Dry Hills Tactite Prospect,,-117.2040217,41.2808083,Nevada,Humboldt,"MN, CU","MN, MO, ZN, W",,,59: Skarn Cu,Silication Along Contact Zone. | ,"Bonham and others, 1985 | Willden, 1964",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10047409
451,Durfee Prospect,451,10111450 | 10014367 | 10295420,Durfee Prospect | Durfee | Markus Durfee's Claims; | Blue Bell Mine,,-117.2719273,41.119812,Nevada,Humboldt,"CU, W",W,Vein | ,,59: Skarn Cu | 42: W skarn | ,,"Stager and Tingley, 1988 | Hobbs and Clabaugh, 1946 | Cavender, 1963 | Willden, 1964 | Hotz and Willden, 1964 | Hobbs, 1948",,,0,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111450
452,Dutch Flat Placer,452,10040572 | 10295426 | 10044975,Unnamed Gold Prospect3 | Dutch Flat Placer | Wendel Group | Also Called Florence District,,-117.4905768,41.1773407,Nevada,Humboldt,"AU, W, HG","HG, W",Placer | ,Underground,119: Placer Au-PGE | 85: Polymetallic veins,,"Willden and Hotz, 1955 | Johnson, 1973 | Stager and Tingley, 1988 | Vanderburg, 1936a | USBM I.C. 6995, 1938, P. 21. | Vanderburg, 1938a | Willden, 1964 | Hotz and Willden, 1964",,,0,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10040572
453,Eyraud Claims,453,10045082 | 10014366 | 10149174 | 10125131,Frenchman and Eyraud Claims | Osgood Claims | Osgood Creek Prospects | Eyraud Claims | Eyraud | Tungsten Occurrence,,-117.2786951,41.167924,Nevada,Humboldt,W,"BA-Barite, MN, MO, B-Borates, Magnesite, REE, ZN, V, ZR, NI, SN, CA, FE",Contact Metasomatic,,42: W skarn,,"Stager and Tingley, 1988 | Hobbs and Clabaugh, 1946 | Cavender, 1963 | Hotz and Willden, 1964 | Bonham and others, 1985 | Hobbs, 1948",,,0,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10045082
454,Flat Creek Prospect,454,10008801 | 10173499,Flat Creek Prospect | Flat Creek Tungsten Prospect | Mountain Queen | Rebel Creek,,-117.6405422,41.688519,Nevada,Humboldt,"AU, W",AU,Vein | ,,273: Low-sulfide Au-quartz vein,,"Lemmon and Tweto, 1962 | Stager and Tingley, 1988 | Bonham and others, 1985",,,0,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008801
