OID_,loc_source,source_ID,Tract_name,Area_Name,Name,Name_other,Country,State_Prov,County,Lat_NAD83,Long_NAD83,SiteStatus,Dev_Status,DevStatSo,SiteRank,SiteRankNo,Dep_type,DepTypeSo,I_POLYID,I_Distance,NR_I_LABEL,NR_I_NAME,NR_I_STYL,NR_I_LITH,NR_I_MNAGE,NR_I_MXAGE,SG_I_LAB,SG_I_NAME,SG_I_MJR1,SG_I_MJR2,SG_I_MJR3,SG_I_GNLTH,SG_I_MNAGE,SG_I_MXAGE,I_AGE,C_POLYID,C_Distance,NR_C_LAB,NR_C_NAME,NR_C_AGE,NR_C_LNME2,SG_C_LAB,SG_C_NAME,SG_C_MJR1,SG_C_MJR2,SG_C_MJR3,SG_C_GNLTH,SG_C_MNAGE,SG_C_MXAGE,MRDS_com1,MRDS_com2,MRDS_com3,KLEIN_met,IGS_ComL,MBMG_COM,DMEA_COM,MRDS_ore,MRDS_gangu,MRDS_othr,MRDS_PrRes,KLEIN_MTon,KLEIN_PrYr,SPANSKI_W,SPANSKI_Pr
523,SPANSKI_163,SPANSKI_163, , ,Sheep Creek, ,USA,Montana,Meagher,46.749960484100001,-110.680764775000000,Site,Prospect,SPANSKI,1, ,"Sedimentary exhalative, Cu",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,611,0.000000000000000, , , , ,Ml;0,Lodgepole Formation,Limestone, , ,"Sedimentary, carbonate",Phanerozoic - Paleozoic - Carboniferous - Middle-Mississippian - Visean,Phanerozoic - Paleozoic - Carboniferous - Early-Mississippian - Tournaisian, , , , , , , , , , , , , , , 
524,SPANSKI_164,SPANSKI_164, , ,Iron Mountain Camp, ,USA,Montana,Sweet Grass,45.408267909099997,-110.075461193999999,Site,Prospect,SPANSKI,1, ,Stillwater Ni-Cu,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
525,SPANSKI_165,SPANSKI_165,Cretaceous GFTZ, ,Chartam, ,USA,Montana,Broadwater,46.450762451499997,-111.666639373999999,Site,Closed/Prospect,SPANSKI,1, ,"Stockwork, Au-bearing",SPANSKI,2461,356.000000000000000,Kqm,Cretaceous quartz-monzonitic rocks,plutonic,"quartz monzonite, monzogranite, quartz-bearing monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,54229 st
526,SPANSKI_166,SPANSKI_166, , ,Mcgregor Group,Keno; Pacific,USA,Idaho,Custer,44.406860499499999,-114.317007883000002,Site,Closed/Prospect,SPANSKI,1, ,"Stratabound breccia fill and replacement, F",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,2398,0.000000000000000,OCb,Bayhorse Dolomite,Ordovician-Cambrian,carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,19622 st
527,SPANSKI_167,SPANSKI_167, , ,South Fork Couer Dalene River Tailings, ,USA,Idaho,Shoshone,47.507927197100003,-115.980996066000003,Site,Closed,SPANSKI,1, ,Tailings,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,6528,1008.000000000000000,Ywml,"Wallace Formation, middle and lower members, undivided",Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,6805779 st
528,SPANSKI_168,SPANSKI_168, , ,Dillon Vermiculite,Monolite; Elk Gulch,USA,Montana,Beaverhead,45.074338572400002,-112.420666896000000,Site,Active,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
529,SPANSKI_169,SPANSKI_169, , ,Vortex, ,USA,Montana,Judith Basin,46.868378774599996,-110.343788787999998,Site,Active,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,834,0.000000000000000, , , , ,Mmc;0,Mission Canyon Formation: locally includes Big Snowy Formation in south-central Montana,Limestone, , ,"Sedimentary, carbonate",Phanerozoic - Paleozoic - Carboniferous - Middle-Mississippian - Visean,Phanerozoic - Paleozoic - Carboniferous - Middle-Mississippian - Visean, , , , , , , , , , , , , , , 
530,SPANSKI_17,SPANSKI_17, , ,Salmon Canyon, ,USA,Idaho,Lemhi,45.301165660800002,-114.556224955000005,Site,Closed/Prospect,SPANSKI,1, ,Blackbird Co-Cu,SPANSKI,378,851.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,100 st
531,SPANSKI_170,SPANSKI_170, , ,Antler,Golden Antler,USA,Montana,Madison,45.663026162500003,-112.308034699000004,Site,Closed,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,3269,542.000000000000000,PMpq,"Phosphoria Formation and Quadrant Formation, undivided",Permian-Mississippian,mixed siliceous/phosphatic rocks, , , , , , , , , , , , , , , , , , , , , , ,st
532,SPANSKI_171,SPANSKI_171, ,Northern Boulder,York, ,USA,Montana,Lewis and Clark,46.717038708300002,-111.651489369999993,Site,Closed/Prospect,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8563,1238.000000000000000,Yn,Newland Limestone,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
533,SPANSKI_172,SPANSKI_172, , ,Yogo, ,USA,Montana,Judith Basin,46.871148927400000,-110.344978961999999,Site,Inactive,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,834,0.000000000000000, , , , ,Mmc;0,Mission Canyon Formation: locally includes Big Snowy Formation in south-central Montana,Limestone, , ,"Sedimentary, carbonate",Phanerozoic - Paleozoic - Carboniferous - Middle-Mississippian - Visean,Phanerozoic - Paleozoic - Carboniferous - Middle-Mississippian - Visean, , , , , , , , , , , , , , ,1125000 st
534,SPANSKI_173,SPANSKI_173, , ,Southern Boehls Butte Anorthosite, ,USA,Idaho,Clearwater,46.869957610800000,-115.795725008000005,Site,Prospect,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,7136,1224.000000000000000,Yp?bcs,"Prichard Formation (?), Boehl's Butte area, calc-silicate",Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
535,SPANSKI_174,SPANSKI_174, , ,Woodrat Mountain Kyanite Area, ,USA,Idaho,Idaho,46.192522747600002,-115.765791827000001,Site,Prospect,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
536,SPANSKI_175,SPANSKI_175, , ,Blackdome Ridge Goat Mountain, ,USA,Idaho,Shoshone,46.988267065199999,-115.818538613000001,Site,Prospect,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
537,SPANSKI_176,SPANSKI_176, , ,Monumental Ridge, ,USA,Idaho,Shoshone,47.024718704800001,-115.807438903999994,Site,Prospect,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,6968,1633.000000000000000,Ybbcs,Calc-silicate metamorphic rocks in the Boehls Butte area,Middle Proterozoic,metamorphosed calcareous rocks, , , , , , , , , , , , , , , , , , , , , , , 
538,SPANSKI_177,SPANSKI_177, , ,Stillwater Anorthosite, ,USA,Montana,Sweet Grass,45.408088151299999,-110.000698826000004,Site,Prospect,SPANSKI,1, ,Unclassified,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,4031,255.000000000000000,Csrf1,"Grove Creek Formation, Snowy Range Formation, Pilgrim Formation, Park Shale, Meagher Limestone, Wolsey Shale, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
539,SPANSKI_178,SPANSKI_178, , ,Opal Mountain  Area,Spencer,USA,Idaho,Clark,44.378972302199998,-112.096148841000002,Site,Active,SPANSKI,1, ,"Volcanic-hosted, hot spring, opal",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
540,SPANSKI_18,SPANSKI_18, , ,Ram,Idaho Cobalt Project,USA,Idaho,Lemhi,45.140268344600003,-114.360795956999993,Site,Prospect,SPANSKI,1, ,Blackbird Co-Cu,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
541,SPANSKI_19,SPANSKI_19, , ,Sunshine,Idaho Cobalt Project,USA,Idaho,Lemhi,45.131088485399999,-114.358155655999994,Site,Prospect,SPANSKI,1, ,Blackbird Co-Cu,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
542,SPANSKI_2,SPANSKI_2, , ,Mayflower, ,USA,Montana,Madison,45.793815379800002,-112.000821893999998,Site,Closed/Prospect,SPANSKI,1, ,Au-Ag-Te vein,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,79,249.000000000000000, , , , ,CApif;0,"Pilgrim through Flathead Formation: Pilgrim, Park, Meagher, Wolsey, and Flathead Formations",Limestone,Sandstone, ,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian,Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian, , , , , , , , , , , , , , ,143776 st
543,SPANSKI_20,SPANSKI_20, , ,West Fork ""B"" Chromite Seam, ,USA,Montana,Sweet Grass,45.381608324900000,-110.010179186000002,Site,Prospect,SPANSKI,1, ,Bushveld Cr,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,4043,1581.000000000000000,Csrf1,"Grove Creek Formation, Snowy Range Formation, Pilgrim Formation, Park Shale, Meagher Limestone, Wolsey Shale, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
544,SPANSKI_21,SPANSKI_21, , ,Little Falls Project, ,USA,Idaho,Boise,44.075545992800002,-115.758665479000001,Site,Prospect,SPANSKI,1, ,Climax Mo,SPANSKI,903,0.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
545,SPANSKI_23,SPANSKI_23, , ,Montana Tunnels, ,USA,Montana,Jefferson,46.370810106599997,-112.133545513000001,Site,Active,SPANSKI,1, ,"Diatreme, polymetallic, disseminated, Au-bearing",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,70306000 st
546,SPANSKI_24,SPANSKI_24,Bitterroot, ,Robinson Dyke, ,USA,Idaho,Idaho,45.522688204799998,-115.470678536999998,Site,Closed/Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,254,411.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1281,1107.000000000000000,Ysrcs,"Calc-silicate and biotite gneiss (predominantly metasedimentary rocks), in the Salmon River and Clearwater Mountains",Middle Proterozoic,metamorphosed calcareous rocks, , , , , , , , , , , , , , , , , , , , , , ,2839 st
547,SPANSKI_25,SPANSKI_25, , ,Arnett Creek Project, ,USA,Idaho,Lemhi,45.235918322300002,-114.208912823000006,Site,Closed/Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
548,SPANSKI_26,SPANSKI_26, , ,Beartrack, ,USA,Idaho,Lemhi,45.231319014000000,-114.113509214999993,Site,Closed/Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,24062000 st
549,SPANSKI_27,SPANSKI_27, , ,Morning Glory Project, ,USA,Idaho,Lemhi,45.231299775200000,-113.996464940999999,Site,Closed/Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
550,SPANSKI_29,SPANSKI_29,Cretaceous GFTZ,Yellow Pine,Stibnite, ,USA,Idaho,Valley,44.930857978900001,-115.321492554000002,Site,Closed/Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,509,167.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1539,88.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,8239450 st
551,SPANSKI_3,SPANSKI_3,Cretaceous GFTZ,Northern Boulder,Spring Hill, ,USA,Montana,Lewis and Clark,46.555633470799997,-112.098024777999996,Prospect,Closed,SPANSKI,4, ,Au-bearing skarn,SPANSKI,2404,135.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8833,0.000000000000000,Mml,Madison Group,Mississippian,carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,653164 st
552,SPANSKI_31,SPANSKI_31, , ,Miller Mountain, ,USA,Montana,Broadwater,46.619938736300000,-111.414796611000000,Site,Closed/Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,2388,0.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8612,14.000000000000000,Yn,Newland Limestone,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,1146 st
553,SPANSKI_32,SPANSKI_32, , ,Norris Maltbys Mound, ,USA,Montana,Madison,45.588227666000002,-111.784112031000006,Site,Closed/Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,5866 st
554,SPANSKI_33,SPANSKI_33, , ,Buffalo Gulch, ,USA,Idaho,Idaho,45.838797384099998,-115.483182607000003,Site,Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
555,SPANSKI_34,SPANSKI_34, , ,Humbug,Ditch Creek,USA,Idaho,Lemhi,45.536919049200002,-113.997910031000004,Site,Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
556,SPANSKI_36,SPANSKI_36,Cretaceous GFTZ, ,Madison Mine,Goldstar,USA,Montana,Madison,45.690626216900000,-112.329736611000001,Site,Prospect,SPANSKI,1, ,Distal disseminated Au-Ag,SPANSKI,1183,131.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,3243,536.000000000000000,MDtj,"Three Forks Formation and Jefferson Formation, undivided",Mississippian-Devonian,carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
557,SPANSKI_37,SPANSKI_37,Cretaceous GFTZ, ,Jay Gould, ,USA,Montana,Lewis and Clark,46.881884389900002,-112.459470886000005,Site,Closed,SPANSKI,1, ,"Epithermal vein, quartz-adularia",SPANSKI,2360,909.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8461,0.000000000000000,Ye,Empire Formation,Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,6e+05 st
558,SPANSKI_38,MBMG_16; MRDS_239; SPANSKI_38,Cretaceous GFTZ,Northern Boulder,Piegan Gloster,Piegan Gulch Prospect,USA,Montana,Lewis and Clark,46.761881877500002,-112.341684830999995,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,2363,0.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8539,73.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,W, , , , ,W, , , , , , , , ,317641 st
559,SPANSKI_39,SPANSKI_39, , ,General Custer Lucky Boy, ,USA,Idaho,Custer,44.371563631100003,-114.675820654999995,Site,Closed/Prospect,SPANSKI,1, ,"Epithermal vein, quartz-adularia",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,114000 st
560,SPANSKI_40,SPANSKI_40, , ,Big Blackfoot, ,USA,Montana,Lewis and Clark,46.942939330199998,-112.756877867000000,Site,Closed/Prospect,SPANSKI,1, ,"Epithermal vein, quartz-adularia",SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8386,0.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
561,SPANSKI_41,SPANSKI_41,Cretaceous GFTZ,Northern Boulder,Iron, ,USA,Montana,Jefferson,46.310209078699998,-111.929433054000000,Prospect,Closed/Prospect,SPANSKI,4, ,Fe skarn,SPANSKI,2511,0.000000000000000,Kgap,"Cretaceous leucogranite, aplite, and pegmatite",plutonic,"leucogranite, aplite, pegmatite, granophyre, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8946,1276.000000000000000,PMssr,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, and Snowcrest Range Group, undivided",Permian-Mississippian,siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,256 st
562,SPANSKI_42,SPANSKI_42, , ,Meyers Cove, ,USA,Idaho,Lemhi,44.852978019200002,-114.505915704000003,Site,Closed/Prospect,SPANSKI,1, ,Fluorite vein,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,67432 st
563,SPANSKI_43,SPANSKI_43, , ,Mineral Hill,Jardine,USA,Montana,Park,45.079936593900001,-110.620763062999998,Site,Closed,SPANSKI,1, ,Homestake Au,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , ,W Production,2225959 st
564,SPANSKI_44,MBMG_182; SPANSKI_44, , ,Crevice Mountain,Crevasse; Crevice Mountain Mine,USA,Montana,Park,45.045936550699999,-110.597762023000001,Site,Devel Deposit,MBMG,1, ,Homestake Au,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , ,"W, Au, Ag", , , , , , , , ,39900 st
565,SPANSKI_45,SPANSKI_45, ,Thompson Creek,Grouse Creek Sunbeam, ,USA,Idaho,Custer,44.438812652099998,-114.736714785000004,Site,Closed/Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,2381,408.000000000000000,P[Pgp,Grand Prize Formation,Permian-Pennsylvanian,mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,4445081 st
566,SPANSKI_46,SPANSKI_46, , ,Musgrove Creek,Breccia Gold; Gahsmith; Musgrove; Porphyry Creek,USA,Idaho,Lemhi,45.029930102900003,-114.331212363999995,Site,Closed/Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,7100 st
567,SPANSKI_47,SPANSKI_47, , ,Wagonhammer, ,USA,Idaho,Lemhi,45.385719588599997,-113.940606005000006,Site,Closed/Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,90 st
568,SPANSKI_48,SPANSKI_48, , ,Dewey Sunnyside,Thunder Mountain Project,USA,Idaho,Valley,44.958210303599998,-115.142637927999999,Site,Closed/Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
569,SPANSKI_49,SPANSKI_49, , ,Hog Heaven,Flathead,USA,Montana,Flathead,47.923084396299998,-114.582824209999998,Site,Closed/Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,1296,0.000000000000000,Tgqmd,"Tertiary granitoid rocks, quartz monzodiorite suite",plutonic,"granodiorite, monzogranite of quartz monzodiorite suite (with hornblende and biotite)",Tertiary,Tertiary, , , , , , , , ,Tertiary,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,290000 st
570,SPANSKI_5,SPANSKI_5,Cretaceous GFTZ,Northern Boulder,Elkhorn,Carmody,USA,Montana,Jefferson,46.273928341599998,-111.951824080999998,Prospect,Closed/Prospect,SPANSKI,4, ,Au-bearing skarn,SPANSKI,2649,35.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,187,0.000000000000000, , , , ,CAsrf;0,"Snowy Range through Flathead Formation: Snowy Range, Pilgrim, Park, Meagher, Wolsey, and Flathead Formations; or Snowy Range, Hasmark, Silver Hill, and Flathead Formations",Shale,Limestone,Sandstone,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Cambrian - Furongian,Phanerozoic - Paleozoic - Cambrian - Middle-Cambrian, , , , , , , , , , , , , , ,9312 st
571,SPANSKI_50,SPANSKI_50, , ,Basin Creek,Paupers Dream,USA,Montana,Jefferson,46.419930765799997,-112.290845758000003,Site,Closed/Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,2424,278.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,2821000 st
572,SPANSKI_51,SPANSKI_51, , ,Seven Up Pete, ,USA,Montana,Lewis and Clark,46.946491407099998,-112.510663770999997,Site,Closed/Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8422,1699.000000000000000,Yh,Helena Formation,Middle Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , ,1987 st
573,SPANSKI_52,SPANSKI_52, , ,Kilgore Project, ,USA,Idaho,Clark,44.435983211500002,-111.995403780999993,Site,Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , , 
574,SPANSKI_53,SPANSKI_53, , ,Mcdonald,Blackfoot,USA,Montana,Lewis and Clark,46.997852487999999,-112.526535320999997,Site,Prospect,SPANSKI,1, ,Hot-Spring Au-Ag,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,8416,1934.000000000000000,Ye,Empire Formation,Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
575,SPANSKI_54,SPANSKI_54, , ,Golden Chest, ,USA,Idaho,Shoshone,47.616928321400003,-115.834997677999993,Site,Closed/Prospect,SPANSKI,1, ,Low-sulfide Au-quartz vein,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , ,W Other Production,61704 st
576,SPANSKI_55,SPANSKI_55, , ,East Boulder, ,USA,Montana,Sweet Grass,45.454057454500003,-110.138673040000000,Site,Active,SPANSKI,1, ,Merensky Reef PGE,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , , , , , , , , , , , ,85000
577,SPANSKI_56,SPANSKI_56, , ,J-M Reef  (exclusive of East Boulder and Stillwater-Nye), ,USA,Montana,Sweet Grass,45.403128164899996,-110.008089072000004,Site,Prospect,SPANSKI,1, ,Merensky Reef PGE,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,4031,0.000000000000000,Csrf1,"Grove Creek Formation, Snowy Range Formation, Pilgrim Formation, Park Shale, Meagher Limestone, Wolsey Shale, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , , , , , , , , , , , , 
578,SPANSKI_57,SPANSKI_57, , ,Regal,Keystone,USA,Montana,Madison,45.171530171699999,-112.426309384999996,Site,Active,SPANSKI,1, ,Metasomatic and metamorphic replacement talc,SPANSKI,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,4471,49.000000000000000,Asmm,"Wyoming Province, metasedimentary rocks, marble, southwestern Montana",Archean,metamorphosed calcareous rocks, , , , , , , , , , , , , , , , , , , , , , , 
