,ms_uri_1,ms_uri_2
174,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914
175,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003
176,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207
177,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234
178,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642
179,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298
180,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914
181,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003
182,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207
183,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234
184,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642
185,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298
186,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914
187,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003
188,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207
189,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234
190,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642
191,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298
192,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914
193,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003
194,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00207
195,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002234
196,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282642
197,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039298
198,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308914
199,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf003
200,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060672,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060672
201,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060672,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065480
202,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060672,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__vermelho
203,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065480,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060672
204,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065480,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065480
205,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065480,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__vermelho
206,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__vermelho,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060672
207,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__vermelho,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065480
208,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__vermelho,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__vermelho
209,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304602,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304602
210,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kuusijarvi-1073,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kuusijarvi-1073
211,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kuusijarvi-1073,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kuusijarvi
212,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kuusijarvi,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__kuusijarvi-1073
213,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kuusijarvi,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kuusijarvi
214,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__pandora-jv-1856,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__pandora-jv-1856
215,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__pandora-jv-1856,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pandora-jv
216,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pandora-jv,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__pandora-jv-1856
217,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pandora-jv,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pandora-jv
218,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133565,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133565
219,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082827,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082827
220,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082827,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111325
221,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082827,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082828
222,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111325,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082827
223,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111325,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111325
224,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111325,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082828
225,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082828,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082827
226,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082828,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10111325
227,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082828,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082828
228,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10240135,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10240135
229,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093019,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093019
230,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093019,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301695
231,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093019,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849
232,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301695,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093019
233,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301695,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301695
234,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301695,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849
235,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093019
236,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301695
237,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10088849
238,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095413,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095413
239,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10269942,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10269942
240,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-black-range,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-black-range
241,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-black-range,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-south
242,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-black-range,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-north
243,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-south,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-black-range
244,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-south,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-south
245,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-south,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-north
246,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-north,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-black-range
247,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-north,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-south
248,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-north,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__knp-west-siberia-siberia-north
249,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207952,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207952
250,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204567,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204567
251,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204567,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041403
252,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041403,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204567
253,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041403,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041403
254,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10170102,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10170102
255,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258223,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258223
256,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280220,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280220
257,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10113015,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10113015
258,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079601,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079601
259,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197594,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197594
260,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063696,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063696
261,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010860,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010860
262,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010860,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10167638
263,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10167638,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010860
264,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10167638,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10167638
265,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085874,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085874
266,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255763,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255763
267,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197903,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197903
268,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469
269,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592
270,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467
271,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589
272,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295
273,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754
274,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469
275,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592
276,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467
277,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589
278,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295
279,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754
280,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469
281,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592
282,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467
283,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589
284,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295
285,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754
286,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469
287,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592
288,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467
289,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589
290,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295
291,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754
292,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469
293,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592
294,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467
295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024589
296,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295
297,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039295,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754
298,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024469
299,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024592
300,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278754,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024467
