ms_uri,GroupID
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__lunges,GROUP200
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nord-kamennik,GROUP201
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__ishkinino-russia,GROUP202
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__lambozero-1,GROUP203
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__leschevskoe,GROUP204
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pana-western,GROUP205
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__hautavaara,GROUP206
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__severo-konzhozerskoe,GROUP207
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__lebjazhinskoe,GROUP208
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__svetloozerskoe,GROUP209
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__runnijoki,GROUP210
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__akkim,GROUP211
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096046,GROUP212
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10063981,GROUP213
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096047,GROUP214
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__ibra-group,GROUP215
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069264,GROUP216
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079582,GROUP217
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231637,GROUP218
https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__026fe63791820174db08d5252260412f05dc9f62ec2a255c47788bc93442639d0a,GROUP219
https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__02b53cffff7ae221efa98fa499f3911bf7ff44204c8c5357b932cce664b3baddfe,GROUP220
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-5iaf9jfm__1,GROUP221
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__120,GROUP222
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1287,GROUP223
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10062008,GROUP224
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10208508,GROUP225
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069269,GROUP226
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024923,GROUP227
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10254986,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068465",GROUP228
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__loma-de-niquel-loma-de-hierro,GROUP229
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182432,GROUP230
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__18,GROUP231
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__21,GROUP232
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__23,GROUP233
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serra-do-tapa,GROUP233
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__25,GROUP234
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__20,GROUP235
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__22,GROUP236
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__16,GROUP237
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__13,GROUP238
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__ipanema,GROUP238
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__26,GROUP239
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__15,GROUP240
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jacupiranga,GROUP240
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__19,GROUP241
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__onca-puma,GROUP241
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__14,GROUP242
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__17,GROUP243
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182433,GROUP243
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__morro-de-niquel,GROUP243
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__12,GROUP244
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__24,GROUP245
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__940,GROUP246
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024502,GROUP246
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__915,GROUP247
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10206849,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079620",GROUP247
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__barro-alto,GROUP247
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079622,GROUP248
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060676,GROUP249
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207075,GROUP250
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279848,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106774",GROUP251
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056416,GROUP252
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060741,GROUP253
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279477,GROUP254
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096175,GROUP255
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10061782,GROUP256
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060670,GROUP257
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097458,GROUP258
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231475,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303880",GROUP259
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065483,GROUP260
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230865,GROUP261
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__morro-de-engenho,GROUP261
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079621,GROUP262
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096150,GROUP263
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060672,GROUP264
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038999,GROUP265
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069193,GROUP266
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207267,GROUP267
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304420,GROUP268
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255316,GROUP269
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10099656,GROUP270
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182888,GROUP271
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134338,GROUP272
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079625,GROUP273
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065478,GROUP274
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065480,GROUP275
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__vermelho,GROUP275
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070067,GROUP276
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__agua-branca,GROUP276
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060832,GROUP277
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__morro-sem-bone-morro-do-leme,GROUP277
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303916,GROUP278
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10061749,GROUP279
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069035,GROUP280
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068855,GROUP281
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10065479,GROUP282
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038297,GROUP283
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024501,GROUP284
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060745,GROUP285
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10081611,GROUP286
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__americano-do-brasil-324,GROUP286
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__americano-do-brasil,GROUP286
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10060671,GROUP287
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079624,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079623",GROUP288
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069036,GROUP289
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133788,GROUP290
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__130,GROUP291
https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__021c4fa2c12767c6a4181a56df46abd6339e036579693d5f403106762af83421a8,GROUP292
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__limoeiro-338,GROUP293
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__limoeiro,GROUP293
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mirabela-santa-rita-339,GROUP294
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__pedra-branca-pges-343,GROUP295
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__pedra-branca-pges,GROUP295
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jaguar-onca-rosa,GROUP296
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__niquelandia-codemin,GROUP297
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__piaui-sao-joao-do-piaui,GROUP298
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jacare,GROUP299
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serra-do-quatipuru,GROUP300
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__araguaia-north-south,GROUP301
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__santa-rita,GROUP302
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__santa-fe-ipora,GROUP303
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__diorama,GROUP304
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__tira-pressa,GROUP305
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__montes-claros,GROUP306
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__caboclo-dos-mangueiros,GROUP307
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157963,GROUP308
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303860,GROUP309
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133721,GROUP310
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230914,GROUP311
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207312,GROUP312
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280830,GROUP313
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183210,GROUP314
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232189,GROUP315
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280321,GROUP316
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10040008,GROUP317
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183655,GROUP318
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280535,GROUP319
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182969,GROUP320
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280710,GROUP321
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305034,GROUP322
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255763,GROUP323
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305441,GROUP324
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183132,GROUP325
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256123,GROUP326
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mount-kpote,GROUP327
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085934,GROUP328
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__114,GROUP329
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mokra-gora,GROUP329
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__116,GROUP330
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__115,GROUP331
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__rudjinci,GROUP331
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069271,GROUP332
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096187,GROUP333
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230920,GROUP334
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039241,GROUP335
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039240,GROUP336
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000589,GROUP337
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231013,GROUP338
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069270,GROUP339
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__veluce-veluca,GROUP340
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__ba,GROUP341
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304161,GROUP342
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__cerro-matoso,GROUP342
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10090503,GROUP343
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__72,GROUP344
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__71,GROUP345
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__70,GROUP346
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2479,GROUP347
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2478,GROUP348
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__valozoro,GROUP348
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304571,GROUP349
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069248,GROUP350
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159042,GROUP351
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096538,GROUP352
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079586,GROUP353
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079584,GROUP354
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079583,GROUP355
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079585,GROUP356
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__ambatovy-jv-incl-anamalay,GROUP357
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__47,GROUP358
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__48,GROUP359
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__46,GROUP360
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__baja-verapaz,GROUP360
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1162,GROUP361
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024509,GROUP361
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039350,GROUP362
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10303914,GROUP363
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085958,GROUP364
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079627,GROUP365
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079626,GROUP366
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085947,GROUP367
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255341,GROUP368
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10057278,GROUP369
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039233,GROUP370
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10057279,GROUP371
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096171,GROUP372
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mayaniquel-sechol-group,GROUP373
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__fenix-exmibal-saprolite-limonite,GROUP374
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__104,GROUP375
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__105,GROUP376
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__las-mesas,GROUP376
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__maricao,GROUP377
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__guanajibo-punta-guanajibo,GROUP378
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__rosario,GROUP379
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230814,GROUP380
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085358,GROUP381
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__50,GROUP382
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kaliapani,GROUP382
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__52,GROUP383
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__saruabil,GROUP383
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__51,GROUP384
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kansa,GROUP384
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__49,GROUP385
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__bhimatangar,GROUP385
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__53,GROUP386
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__simlipal,GROUP386
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__270,GROUP387
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__269,GROUP388
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10069246,GROUP389
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304337,GROUP390
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10073073,GROUP391
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231147,GROUP392
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256718,GROUP393
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182728,GROUP394
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001628,GROUP395
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__64,GROUP396
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__gornostai,GROUP396
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__66,GROUP397
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__shevchenko-group,GROUP397
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__65,GROUP398
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1417,GROUP399
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1459,GROUP400
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__1446,GROUP401
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255553,GROUP402
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10133921,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10182366,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085876",GROUP403
